Street Address,City,State,Country,result_num,osm_id,display_name,category,type,latlong,vertex_index,vertex_part,vertex_part_index,distance,angle
12 CUTTER ST,Somerville,MA,United States,"0","29642413","12, Cutter Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,apartments,"42.386925149999996,-71.08347286084322","0","0","0",0.00000000000000,0.00000000000000
38 GILMAN ST,Somerville,MA,United States,"0","29715287","38, Gilman Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.38485985,-71.09068205770868","0","0","0",0.00000000000000,0.00000000000000
32 SUMMER ST,Somerville,MA,United States,"0","29789434","32, Summer Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3827368,-71.09916466875","0","0","0",0.00000000000000,0.00000000000000
21 PENNSYLVANIA AVE,Somerville,MA,United States,"0","29519836","21;23, Pennsylvania Avenue, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,apartments,"42.387760150000005,-71.08118790059444","0","0","0",0.00000000000000,0.00000000000000
30 ADRIAN ST,Somerville,MA,United States,"0","29742963","30;32, Adrian Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3771344,-71.09915364623416","0","0","0",0.00000000000000,0.00000000000000
37 PERRY ST,Somerville,MA,United States,"0","29532732","37,39, Perry Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.37797175,-71.1017262747622","0","0","0",0.00000000000000,0.00000000000000
26 LORING ST,Somerville,MA,United States,"0","29514945","26, Loring Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38363435,-71.10365416572114","0","0","0",0.00000000000000,0.00000000000000
6 OSGOOD ST,Somerville,MA,United States,"0","29637587","6, Osgood Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3833582,-71.10237971926867","0","0","0",0.00000000000000,0.00000000000000
467 SOMERVILLE AVE,Somerville,MA,United States,"0","29516356","465;467, Somerville Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.382692649999996,-71.10356539627037","0","0","0",0.00000000000000,0.00000000000000
591 SOMERVILLE AVE,Somerville,MA,United States,"0","24917825","591, Somerville Avenue, Wilson Square, Somerville, Middlesex County, Massachusetts, 02143, United States",place,house,"42.383923,-71.109192","0","0","0",0.00000000000000,0.00000000000000
10 SEWALL ST,Somerville,MA,United States,"0","29519584","10, Sewall Street, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.392468449999996,-71.09129953224277","0","0","0",0.00000000000000,0.00000000000000
6 EDGAR CT,Somerville,MA,United States,"0","29790558","6;8, Edgar Court, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.39706005,-71.09651603525504","0","0","0",0.00000000000000,0.00000000000000
79 PARTRIDGE AVE,Somerville,MA,United States,"0","29935716","79, Partridge Avenue, Magoun Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39561595,-71.1021901499173","0","0","0",0.00000000000000,0.00000000000000
54 ALBION ST,Somerville,MA,United States,"0","29685310","54, Albion Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,house,"42.390582300000005,-71.1054259","0","0","0",0.00000000000000,0.00000000000000
9 CONCORD AVE,Somerville,MA,United States,"0","29822796","9, Concord Avenue, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3769765,-71.09631685442417","0","0","0",0.00000000000000,0.00000000000000
92 PEARSON RD,Somerville,MA,United States,"0","29681640","92, Pearson Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40355955,-71.11582119711858","0","0","0",0.00000000000000,0.00000000000000
79 PEARSON RD,Somerville,MA,United States,"0","29931812","79;81, Pearson Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4031959,-71.11534809717901","0","0","0",0.00000000000000,0.00000000000000
50 CURTIS AVE,Somerville,MA,United States,"0","29537000","50, Curtis Avenue, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4079824,-71.1266744932181","0","0","0",0.00000000000000,0.00000000000000
45 CHETWYND RD,Somerville,MA,United States,"0","29536893","45, Chetwynd Road, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4086918,-71.12587662002261","0","0","0",0.00000000000000,0.00000000000000
55 CHETWYND RD,Somerville,MA,United States,"0","29940316","53;55, Chetwynd Road, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4088424,-71.12627877649831","0","0","0",0.00000000000000,0.00000000000000
9 WHITFIELD RD,Somerville,MA,United States,"0","29641992","9, Whitfield Road, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40587895,-71.12309753791082","0","0","0",0.00000000000000,0.00000000000000
70 OSSIPEE RD,Somerville,MA,United States,"0","29823922","70, Ossipee Road, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40413155,-71.12485237372796","0","0","0",0.00000000000000,0.00000000000000
1029 BROADWAY,Somerville,MA,United States,"0","29681855","1027;1029, Broadway, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4019601,-71.1234167","0","0","0",0.00000000000000,0.00000000000000
57 SIMPSON AVE,Somerville,MA,United States,"0","29637483","57, Simpson Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40064195,-71.12274671025358","0","0","0",0.00000000000000,0.00000000000000
36 SIMPSON AVE,Somerville,MA,United States,"0","29580356","36, Simpson Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40023555,-71.12365234611966","0","0","0",0.00000000000000,0.00000000000000
17 SIMPSON AVE,Somerville,MA,United States,"0","29513964","17, Simpson Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39950345,-71.12387383889626","0","0","0",0.00000000000000,0.00000000000000
30 RICHDALE AVE,Somerville,MA,United States,"0","29537505","30, Richdale Avenue, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38936165,-71.09901481072768","0","0","0",0.00000000000000,0.00000000000000
124 HOLLAND ST,Somerville,MA,United States,"0","29682190","122;124, Holland Street, Davis Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,apartments,"42.3995182,-71.12526748978264","0","0","0",0.00000000000000,0.00000000000000
10 LIBERTY AVE,Somerville,MA,United States,"0","29513883","10, Liberty Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,apartments,"42.4004388,-71.11513635678907","0","0","0",0.00000000000000,0.00000000000000
15 LESLEY AVE,Somerville,MA,United States,"0","29785651","15, Lesley Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3940058,-71.11497535026764","0","0","0",0.00000000000000,0.00000000000000
75 LEXINGTON AVE,Somerville,MA,United States,"0","29786863","75;77, Lexington Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39464095,-71.11470519102423","0","0","0",0.00000000000000,0.00000000000000
73 LEXINGTON AVE,Somerville,MA,United States,"0","29682772","73, Lexington Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,apartments,"42.394601949999995,-71.11456037934698","0","0","0",0.00000000000000,0.00000000000000
364 HIGHLAND AVE,Somerville,MA,United States,"0","29514327","364, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39447715,-71.11813625366835","0","0","0",0.00000000000000,0.00000000000000
11 BANKS ST,Somerville,MA,United States,"0","29940153","11, Banks Street, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3911935,-71.1177183633559","0","0","0",0.00000000000000,0.00000000000000
185 HUDSON ST,Somerville,MA,United States,"0","29585289","183;185, Hudson Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.392836700000004,-71.11174883046627","0","0","0",0.00000000000000,0.00000000000000
41 MASON ST,Somerville,MA,United States,"0","29794753","41, Mason Street, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.402716,-71.12159323750636","0","0","0",0.00000000000000,0.00000000000000
398 MEDFORD ST,Somerville,MA,United States,"0","29826642","398, Medford Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39082235,-71.09919690911433","0","0","0",0.00000000000000,0.00000000000000
47 ADAMS ST,Somerville,MA,United States,"0","29795425","47, Adams Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39468415,-71.09996910870198","0","0","0",0.00000000000000,0.00000000000000
55 ALBION ST,Somerville,MA,United States,"0","29726556","55;57, Albion Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,house,"42.390860200000006,-71.10534082647064","0","0","0",0.00000000000000,0.00000000000000
191 LOWELL ST,Somerville,MA,United States,"0","29933412","189;191, Lowell Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39047455,-71.10755","0","0","0",0.00000000000000,0.00000000000000
11 CAMBRIA ST,Somerville,MA,United States,"0","29516248","11, Cambria Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3877039,-71.1047849673545","0","0","0",0.00000000000000,0.00000000000000
23 GIBBENS ST,Somerville,MA,United States,"0","29582136","23, Gibbens Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38843005,-71.10497865","0","0","0",0.00000000000000,0.00000000000000
10 LORING ST,Somerville,MA,United States,"0","29786943","10, Loring Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.383104,-71.10403858415958","0","0","0",0.00000000000000,0.00000000000000
70 DANE ST,Somerville,MA,United States,"0","29516448","70, Dane Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,apartments,"42.379326500000005,-71.10402975139544","0","0","0",0.00000000000000,0.00000000000000
42 CALVIN ST,Somerville,MA,United States,"0","9430007","42, Calvin Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",place,house,"42.377427068634105,-71.10430052902926","0","0","0",0.00000000000000,0.00000000000000
111 BEACON ST,Somerville,MA,United States,"0","29516502","111,111A, Beacon Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,apartments,"42.37777375,-71.10543996653985","0","0","0",0.00000000000000,0.00000000000000
17 MAGNUS AVE,Somerville,MA,United States,"0","29532691","17;19, Magnus Avenue, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,apartments,"42.37844905,-71.10366640000001","0","0","0",0.00000000000000,0.00000000000000
351 WASHINGTON ST,Somerville,MA,United States,"0","88571645","351, Washington Street, Somerville, Middlesex County, Massachusetts, 02143, United States",building,apartments,"42.379337449999994,-71.10291587326785","0","0","0",0.00000000000000,0.00000000000000
13 DURHAM ST,Somerville,MA,United States,"0","29684347","13;15, Durham Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,apartments,"42.3793115,-71.10633413592413","0","0","0",0.00000000000000,0.00000000000000
2 ABERDEEN RD,Somerville,MA,United States,"0","29683113","2, Aberdeen Road, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.391513950000004,-71.1130832158551","0","0","0",0.00000000000000,0.00000000000000
33 CROCKER ST,Somerville,MA,United States,"0","29581771","33, Crocker Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.38981415,-71.11036775315179","0","0","0",0.00000000000000,0.00000000000000
48 FELLSWAY WEST,Somerville,MA,United States,"0","29730752","48, Fellsway West, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.39227005,-71.0886452","0","0","0",0.00000000000000,0.00000000000000
7 JAQUES ST,Somerville,MA,United States,"0","29519604","7, Jaques Street, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3923274,-71.0890877","0","0","0",0.00000000000000,0.00000000000000
45 TUFTS ST,Somerville,MA,United States,"0","29642607","45;47, Tufts Street, Brickbottom, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.38269095,-71.08885720144511","0","0","0",0.00000000000000,0.00000000000000
23 ALSTON ST,Somerville,MA,United States,"0","29819683","21;23, Alston Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.381727999999995,-71.08970794704933","0","0","0",0.00000000000000,0.00000000000000
60 ALSTON ST,Somerville,MA,United States,"0","29520364","58;60, Alston Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,detached,"42.38095835,-71.08919545","0","0","0",0.00000000000000,0.00000000000000
38 BERKELEY ST,Somerville,MA,United States,"0","29683562","38, Berkeley Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3861407,-71.10195818088394","0","0","0",0.00000000000000,0.00000000000000
